post_name,address,company,pay,basic_request,JD,label
碳数据分析师,新安,盟浪,10k-16k,深圳 / 经验3-5年 / 硕士及以上 /岗位所属职位类型数据分析师 / 全职,"【岗位职责】 
 
 深入理解业务场景，通过数据分析和建模，设计数据模型和产品的业务逻辑，解决业务核心痛点； 
进行数据统计和分析，依托数据仓库，利用Hive SQL等查询语言、python等统计分析工具，进行数据的探索、清洗、特征工程、建模构建和评估； 
输出规范的模型文档，包括但不限于数据诊断和探索说明、特征工程说明、模型说明及稳定性评估等，并协调模型的开发上线工作； 
负责结合业务场景实现碳数据应用，对接公司大数据中心，为建设碳产品相关知识图谱和数据内嵌提供支持； 
为服务运营优化团队提供数据处理、数据分析支持，构建分析模型，通过跟踪和监控重点数据，为业务决策提供数据支撑； 
负责优化产品数据智能分析功能，协助产品经理进行客户分析； 
按时按质完成其他公司交办的工作。 
 
【岗位要求】 
1. 专业：统计学、数学、计量经济学、计算机、经济学、环境专业等硕士及以上学历。 
2. 经验：有3年及以上数据治理、统计分析或评估评级工作经验，有在国际国内知名数据或评级机构工作经验、碳排放核算、绿色金融相关工作经验者优先。 
3. 熟悉数据仓库知识，掌握SQL, Hive等查询语言，熟练掌握python等统计建模工具，熟悉R、SAS等语言。 
4.掌握数据清洗、特征工程、模型建立和评估的规范建模流程，掌握常用的统计预测模型、数据挖掘模型。 
5. 学习能力强，具备较强责任心、自驱力和逻辑思维。 
6. 对绿色金融、碳中和、可持续发展赛道有意愿长期发展，了解并认同可持续发展理念。",五险一金 节日礼物 定期体检 带薪年假
高级数据分析师15095,南山区,OPPO,30k-60k,深圳 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责: 
 
主要负责手机领域业务的数据分析，如性能，功耗，热。涵盖软件（应用），硬件和用户深入分析，如cohort analysis，用户分群，A/B测试等等 
1.数据体系建设：负责业务的数据体系建设，包括指标体系设计开发、数据埋点规划和设计、日常产品运营优化； 
2.业务问题解决：主动识别产品运营问题，主导专项分析，通过数据研究和分析，改善和提升业务效果； 
3.用户行为研究：分析用户行为数据，构建算法模型，输出用户分析报告； 
 
 
任职资格: 
 
1. 计算机、数学、统计等相关专业本科以上学历； 
2. 5年以上数据相关工作经验，熟悉APP常见的分析指标，主导过某一产品的数据建设; 
3. 熟练掌握数据分析/挖掘方法，熟练不限python/R/spark的算法应用，熟练使用SQL/HIVE，理解Hadoop M/R 
4. 有较强的数据分析思维，熟悉产品运营工作，有分析报告撰写能力； 
5. 拥有批判性思维，敢于和善于挑战，以及面对挑战和质询",发展前景好，福利待遇好。
hr高级数据分析师,深圳湾,顺丰速运,15k-30k,深圳 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"（1）岗位职责： 
1、数据分析：通过HR数据分析，识别管理要点； 
2、监控体系：搭建HR数字指标监控体系，实现业务分析、预警及问题解决的闭环管理； 
3、产品实现：针对HR和管理者角色，设计并推动实现HR数据看板（含PC和移动端）； 
4、数据运营：基于产品指标数据及用户反馈，定期形成数据运营报告，推动HR产品迭代。 
（2）任职要求 
1、具备数据产品工作经验，善于快速理解业务，能够从用户视角出发，输出解决方案； 
2、良好的沟通协调、团队协作意识，良好的心理素质与抗压能力； 
3、对HR领域前沿趋势了解者优先。",集团总部岗位
学习数据分析师(JDWDL),大冲,风变科技（深圳）有限公司,15k-25k,深圳 / 经验1-3年 / 硕士及以上 /岗位所属职位类型数据分析师 / 全职,"职位描述： 
1.对线上学习场景下的学习者的学习状态（掌握程度、投入度等）进行建模，整合多维度学习行为数据资源，搭建学习数据分析框架； 
2.运用数据挖掘工具，对用户学习行为模式进行分类，并以实验逻辑验证学习行为模式与课前、课后关键行为的关联性； 
3.根据业务需求，定期展开专项数据分析项目。利用定量与定性结合的研究方法，定位用户学习体验的风险来源。 
 
职位要求： 
 
任职资格 
1.硕士学历，两年及以上在线学习领域数据分析工作经验，有通过主导数据驱动业务迭代类项目经验者优先； 
2.有挖掘多维度学习行为数据的洞察力与业务理解力，且能通过数据与业务结合的信息挖掘影响业务决策； 
3.熟练使用数据库查询语言如MySQL，熟练使用至少一种数据分析编程语言； 
4. 积极、重视个人成长，对于工作的问题与难点能主动发起沟通，善于在协作中推进工作。 
 
关键词：数据挖掘 用户的学习行为预测 
 
福利介绍 
【职业发展】你将得到多元的职业晋升通道和专业的大牛导师指导； 
【调薪】每年2次调薪的机会，期待你的精彩表现~ 
【基金】六险一金+员工发展基金+员工关爱基金+年度体检，你的工作与生活，学习与健康都与我们有关； 
【假期福利】节假日福利+狂欢，特殊的日子需要特别的记忆； 
【活动】羽毛球、篮球周周安排，团建聚餐、K歌、狼人杀、辩论社 ……总有一款适合你； 
【更关心妳】女同事每月享受半天特殊假期，美容觉还是追剧都随你； 
【萌宠】五只常驻喵星人，工作撸猫两不误； 
【工作环境】360°超大落地窗、风变健身房、独立淋浴间、撸猫室……私有化网红办公环境等你打卡 
【特别福利】员工可免费体验内部课程！",满意度拟合，用户的学习行为预测
数据分析师（风控）,南山区,领创集团,15k-30k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"1、在信贷业务贷前、中、后，资产组合方向上提供多维度数据分析，并根据数据分析结果提出业务策略建议并对实施效果进行跟踪监控； 
2. 快速掌握公司自有的大数据平台和可视化工具，并根据项目需求进行数据的可视化 
3. 参与并建立整体资产组合及风险损失预测的数据分析预测，风险KPI制定及监控管理； 
4、发现并优化业务运营的潜在风险点，提出建议及解决方案，并且推动落地； 
任职要求： 
1、3年以上相关工作经验，经济、金融、数学、统计、计算机等相关专业本科以上学历； 
2、掌握并精通SQL，Python及Tableau，熟练使用Excel，热爱并深刻理解数据分析，实验设计； 
3、具备较强的逻辑思维能力与分析能力，良好的数据敏感性 
4、具备良好的沟通能力与学习能力、工作积极主动，具有创新精神；",包午餐
BI数据分析师,香蜜湖,平安产险深圳分公司,20k-25k,深圳 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责：
1、利用BI工具，对指标数据、APP用户行为数据等进行多维度数据分析，以支持经营决策；
2、开发自动化报表，监控和发掘问题，输出分析报告；
3、在深度理解业务逻辑的基础上，协助运营、产品丰富用户及商家画像，支持精准触达和营销；
4、建立用户转化漏斗，并找出提升留存和转化的方案；
岗位要求
1、国内外重点大学***本科及以上学历，互联网工作经验；
2、3年以上百万级以上客户数据分析工作经验，能够快速理解业务，发掘业务细节和数据之间的联系；
3、该岗位需承担管理职责（团队3～5人），需拥有1年以上团队管理经验；
4、熟悉SQL/Python/R/Excel等数据分析工具；
5、具备良好的个人职业素养，积极进取，有强烈的责任心和自驱力。",大平台互联网相关数据岗，发展前景大
高级数据分析师,福田区,创意智慧港,25k-35k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
1. 深入理解业务数据，负责构建并完善用户行为数据、内容数据分析体系、数据获取、清洗、分析、挖掘及可视化； 
2. 根据业务需求充分利用现有的数据资源，进行数据的提取，整理，挖掘，构建分析模型，对业务问题进行分析，完成较深入的数据分析报告； 
3. 参与相关大数据系统的需求对接、架构设计、开发工作； 
4. 利用数据分析和数据可视化，从数据收集/准备到模型实现和商业洞察，开展端到端数据管理和分析； 
5. 熟悉各项指标计算逻辑，对接各个部门的数据需求，为业务部门提供数据支持； 
6. 负责监测业务部门的日常数据，关注数据波动，分析和解读数据； 
7. 负责指标计算、报表制作和可视化呈现等数据需求； 
8. 有效地向各业务团队传达解决方案和分析结果，推动业务优化。 
 
职位要求 
1. 国内985、211或海外知名高校的**本科及以上学历，统计学、数学、计算机、传播学专业优先； 
2. 拥有大数据分析相关工作经验3年以上，有电商、互联网业务、媒体等相关工作经验优先； 
3. 精通SQL以及至少一种脚本语言，能够独立完成数据的提取和清洗； 
4. 熟悉Hadoop、Spark、Hive，Hbase 等主流技术，并有丰富的经验，具有算法及代码编写能力； 
5. 熟悉常用Python、Tableau、PowerBI等数据分析和可视化工具； 
6. 较强的数据处理能力，包括但不限于使用Excel、VBA、Power Query、SQL、R、SPSS、Python等； 
7. 对全生命周期的数据工作有深刻的理解，包含但不限于：数据埋点与日志解析、数据仓库建模、数据可视化、数据分析和建模等； 
8. 具备结构化思维，逻辑性强，学习主动性高，自我驱动；同时具备良好的沟通能力。",工作环境好、同事很nice、福利待遇好、氛围活跃
python数据分析师,科技园,微创软件,10k-16k,深圳 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"百度-深圳（本科 英语良好）

数据运营：
1、运营数据的收集整合，日常业务数据整理分析，制作日报、周报，善于制作分析模板
2、监控跟踪运营数据并提供分析报告，定期更新维护运营数据库，推进数据工作的发展；
3、积极参与运营部门日常工作及活动，公司活动数据实时播报；

任职要求：
1、1-2年相关经验；
2、 对数据具有高度的敏感度和警觉性，较强的逻辑分析能力和文字表达能力；
3、 熟练掌握Python，有R/SPSS/matlab使用经验者优先；
4、 熟练使用办公软件，EXCEL（数据透视表）、PPT等；
5、 熟练掌握SQL语句或者类似软件以及数据库；
6、 具有良好的逻辑思维，细致严谨，责任心强，强烈的责任心及抗压能力，工作细致有条理，善于学习，具有良好的团队合作精神；
7、 热爱数据分析工作，热爱运营管理工作。
8、熟练掌握 Scrapy 爬虫框架，有数据爬虫项目经验。",大厂 双休 五险一金
数据分析师,新洲,深圳脉山龙,13k-20k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位要求：
1、3年以上数据工作经验，本科***学历，有金融基金证券项目经验。
2、有业务支撑及相关业务项目经验优先
岗位职责：
1、根据部门运营需要，搭建相应数据分析体系框架，强化数据的分析与洞察，建立监控模型，洞察业务增长机会，支持部门的数据化运营；
2.根据实际业务需求，开展深入的专项数据分析及相关研究，为部门业务决策提供支持；
3.主动进行数据分析，从数据中挖掘潜在的客户体验问题或客户价值，并提出落地解决方案，带来业务的实际提示增长。",周末双休不加班
FXG-数据分析师（SH） (MJ000427),大冲,微众银行,15k-25k,深圳 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,工作内容1、在前资深分析师的指导下，学习并掌握世界领先的金融分析方法论，对每一项目都以**负责人的心态去做完整的分析以及全力推动项目落地；2、设计和改善监控报表，分析报表并得出结论以及提出建议；3、应用底层数据做必要分析，以回答相关策略或数据问题，得出结论和提出建议；4、根据客群特点和产品特性，制定策略，包括客户准入与交易策略、额度最优化、利率最优化、期限评定、流程优化、客户生命周期管理等等；5、设计有针对性的各类测试方案，并根据设计方案跟踪测试效果。面临市场环境变化等突发情况时，随机应变调整测试方案，有效排除噪音，最终做出完整的分析，得出精准的结论并提出明确的优化建议。工作要求1、本科及以上学历，理工科/统计学/数学/金融经济学优先；2、具备基本代码能力，有SQL/Python/R/Drools等使用经验者优先；3、数学功底好，逻辑能力强，发散思维丰富的同时懂得怎么聚焦落地，沟通能力强；4、富有开拓精神，勤奋向上，心态开放能接受和思考不同的意见，富有团队协作精神；5、有360金融、乐信、马上消金分析岗/策略岗/模型岗/市场岗经验者优先。,五险一金 带薪年假 绩效奖金
高级数据分析师,科技园,易观数科,20k-35k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责：
1.深入了解互联网业务，建立基于业务场景的数据分析需求，解决各类数据分析问题；
2.基于客户各业务部门的分析监控需求，搭建指标体系，并设计数据采集的埋点方案，实现数据可视化；
3.熟悉用户增长的框架和分析方法，针对拉新、留存、转化优化等进行深入的专题分析；
4. 充分利用各种易观方舟产品/服务， 与客户合作制定出最佳的数据分析策略；
5. 产出行业分析案例和埋点方案模版，并与团队成员共同制作数据分析培训内容，建立数据分析的流程、规范和方法；
6.基于数据分析，与销售、服务、产品、工程团队以及其他主要相关方开展跨职能协作，助力相关产品/服务取得成功。

任职要求
1.本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，3年及以上互联网公司数据分析工作经验；
2.具备杰出的定量分析能力，在推动业务/产品运营优化方面拥有丰富的经验；
3.具有优秀的商业敏感度和突出的分析能力，能够灵活利用数据，设计分析方案解决复杂的商业问题；
4.擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立的分析和解决问题；
5.有数据建模实践经验（2年以上相关工作经验）者优先，熟悉Hive，熟练使用SQL等数据库查询语言；
6.具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断；
7.熟悉易观方舟或其他数据分析产品者优先。",大数据公司/私域用户运营/六险一金/弹性工作
数据分析师（客户信息管理）,福田区,华安保险,10k-20k,深圳 / 经验不限 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"工作职责:
1、负责各类数据专题建设，结合实际业务需求，进行数据规则转化，通过数据清洗，转换等手段完成数据专题交付；
2、利用编程语言和pl/sql和sql进行业务相关数据开发与分析；
3、负责整合公司各业务来源、渠道来源的客户，实现客户**识别和客户资源的统一管理；
4、负责客户信息的应用管理，支持和满足客户续保、客户运营、客户服务等业务开展需要；
5、负责制定客户信息质量提升举措，并推动实施；
6、负责客户分析和客户挖掘，以支持公司以客户为中心的经营变革；
7、负责客户信息管理（ECIF）及客户分析相关IT平台系统的规划，并组织推动IT进行系统开发；
8、负责指导和推动下级机构开展客户管理相关工作。
任职资格:
1、本科及以上学历，计算机、数学、保险、金融等相关专业；
2、有三年以上金融保险或IT相关工作经验，有数据分析处理工作经验；
3、过往线上运营、客户管理、客户运营、续保管理等相关工作经验优先；
4、有数据开发及数据可视化的相关工作经验，精通sql,pl/sql，熟悉oracle，mysql，pg等关系型数据库，熟悉hadoop生态图应用；
5、熟练的使用相关办公软件，具有较强的数据管理和统计分析能力。",14薪、总部食堂、利润奖金
数据分析师/数据科学家,龙华新区,深算院,30k-60k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位职责：
1、基于对行业用户的理解和海量数据，参与产品、运营、研发等多种场景的数据分析、开发设计、优和数据建模等；
2、研究大数据分析、挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，挖掘更有价值的高阶数据；
3、主动发起并推动以用户价值或产品体验的数据分析项目或算法策略落地。

职位要求：
1、数学、统计学、数据挖掘、机器学习、计算机、经济学等相关背景，有交叉学科背景者优先，博士学历有优先；
2、良好的逻辑思维能力，优秀的分析和解决问题的能力，对挑战性问题充满激情 ；
3、3年以上金融、电商、工业互联网、数据治理等相关行业数据分析经验，数据敏感度高，商业敏感度高，具备用户运营分析思维；
4、精通 SQL，熟练使用R/Python进行数据处理、分析、建模，熟悉Hadoop/Spark/Hive等大数据相关组件；
5、有IT大数据分析经验或互联网公司数据分析经验，其中具有全局分析视角并推动业务拿到显著收益的商业分析经验者优先。
6、自驱力强，沟通协作能力好，有进取心。",事业单位五险一金，行业技术大咖带队，导师制
数据运营分析师,罗湖区,美联集团,8k-15k,深圳 / 经验3-5年 / 大专及以上 /岗位所属职位类型数据分析师 / 全职,"【岗位职责】 
1、各类数据的统计、整理、基础分析，定期总结并制作分析报告， 向管理层提供决策数据支持。 
2、相关报表的收集与数据整理，以及数据模板制作，优化提高工作效率。 
3、各类基础资料和数据的及时变更，维护。 
4、对各类方案数据的成本测算。 
5、及时对各部门的数据支持，并沟通问题和解决方案。 
6、及时完成上司安排的其它工作。 
【岗位要求】 
1、本科以上学历，3年以上数据分析经验； 
2、统计学、应用数学或计算机科学等相关专业优先 ； 
3、精通Excel，熟练第三方数据分析工具（神策、GrowingIO、Google Analytics 等）或 BI 软件（Tableau、PowerBI等）使用经验更佳； 
4、具备较强逻辑思维能力、数据敏感性及业务分析能力，具备良好的沟通表达能力，具有较强的服务意识和责任感，抗压力强 
 
上市公司、平台稳定、福利待遇优厚： 
1，极具竞争力的薪酬待遇。加班工资，重点项目奖金。 
2，每年1-2次的员工旅游活动。 
3，员工生日礼物、生日假期、节日礼物。 
4，逐年递增的工资。 
5，五险一金。 
6，各类法定休假。 
7，完善的培训体系和晋升空间。 
8、周末双休。",港资双上市企业
金融数据分析师,深圳湾,小赢科技,20k-26k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责：
1、负责互联网信贷业务的经营分析、业务健康度分析等；
2、基于业务发展设计并优化数据库；
3、设计各类业务指标与报表，分析数据异常变化，跟踪资产质量，协助完善优化数据体系；
4、与产品、渠道等团队沟通协作，对流程优化、产品功能改进等提供策略建议，推动业务数据在系统层面进行落实，并及时了解业务部门需求与变化，通过数据驱动推动业务发展；
5、能够独立开展数据挖掘项目。
任职要求：
1、本科或以上学历，数学、金融、统计、经济和相关专业，211、985院校优先；
2、能够运用R、Python等主流数据分析软件工具进行数据挖掘和量化分析，熟练使用MySQL、Hadoop等主流数据库；
3、3年以上互联网金融公司数据分析、数据运营的相关工作经验；
4、热爱互联网金融行业，有良好的抗压能力；
5、责任心强，具备较强的学习、表达能力，善于沟通、有团队合作精神；
6、金融行业、信用卡相关经验优先考虑。",专业团队 股东背景 发展潜力
数据分析师,福田区,深圳水务科技（开天源）,10k-20k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位要求： 
 
1、负责业务数据分析，应用数据分析方法输出分析结果和策略方案，并开发分析程序。 
 
2、基于业务问题，帮助解决业务困惑，跟进业务专项命题，通过数据手段，为业务提供决策和建议，并推动落地； 
 
3. 负责相关算法的预研、算法设计、编码和实现，以及文档的书写等整套流程。 
 
任职要求： 
 
1、本科以上学历；计算机、数学、统计等相关专业优先；2年及以上数据分析及数据挖掘相关经验优先。 
 
2、熟悉各类数据库，精通数据挖掘理论，熟悉决策树、逻辑回归、关联推荐、协同过滤等常用算法；熟练使用SQL，Python等工具，有数据挖掘项目实践经验优先； 
 
3、具备严谨的逻辑思维能力，对数据敏感，能通过数据发现问题并解决问题。 
 
4、熟悉常见数据分析理论及数据方法，能够通过专业分析技能识别业务价值，并落地实施； 
 
5、较强的独立工作能力和协调能力，较强的逻辑性和分析能力，具有敬业精神和团队精神，擅于沟通，有良好的人际关系，很强的好奇心和钻研精神。",五险一金 年终奖 节日福利 定期体检
资深数据分析师-火山引擎,南山区,字节跳动,20k-40k,深圳 / 经验不限 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位职责： 
1、深入了解客户业务场景，以及其中的数据分析和应用诉求，指标体系搭建诉求； 
2、协助客户搭建各业务部门的指标体系，标签体系，A/B 测试场景等； 
3、构建贴合业务场景的指标体系所需要的数据采集方案，制定可落地的持续迭代规范 ； 
4、使用各类数据产品，为客户落地实现需求设计方案； 
5、梳理客户的成功案例，形成行业指标体系搭建、数据体系采集、数据分析应用等解决方案，沉淀各业务领域的知识库； 
6、熟悉某垂直行业的业务增长框架与分析思路，结合客户访谈信息与数据表现，产出可指导业务优化的数据洞察。 
职位要求： 
1、3年以上互联网或商业化数据分析相关的工作经验; 
2、熟练使用统计分析工具，逻辑严谨，能够独立分析和解决问题; 
3、具备优秀的沟通及企业服务意识，良好的汇报表达能 力，能够独立负责和推进项目; 
4、热爱大数据行业，擅长指标体系搭建，业务场景分析思路建设；具备极强的学习能力和自我驱动意识，能够独立探索并协同解决问题； 
5、有用户行为分析，CDP，DSP或DMP相关经验者优先； 
6、有金融，零售，教育，电商，游戏相关行业经验者优先； 
7、有产品、运营或投放经验者的候选优先。","下午茶,健身瑜伽,六险一金,团队氛围好"
反作弊数据分析师-抖音风控,南山区,字节跳动,25k-50k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型大数据开发工程师 / 全职,"职位职责：
1、负责处理字节跳动相关产品线（抖音/直播/游戏/电商等）上存在的各种的业务安全问题（如欺诈，赌博，色情，广告，虚假行为等问题）；
2、基于亿级用户表现和反馈的行为和内容，发现其中的黑产动向及黑产行为模式；
3、进行抖音安全案例的数据分析，并提炼出案例分析的长期解决方案；
4、支持抖音风控模型相关特征工程的建设。
职位要求：
1、计算机/统计学/数学等相关专业**本科及以上学历；
2、有2年以上数据分析经验，熟悉互联网安全、风控业务优先；
3、熟练使用SQL/Hive/Spark等数据分析和统计分析工具；
4、了解python和常用的统计机器学习算法；
5、对数据敏感，具备很强的数据分析和解决问题的能力，有较强的数据驱动的意识；
6、擅长沟通，理解能力强。","下午茶,健身瑜伽,团队氛围好,用户过亿"
高级海外增长数据分析师,南山区,富途,25k-35k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位诱惑： 
腾讯系团队,扁平管理,六险一金 
 
 
职位描述： 
1. 基于获客渠道、核心转化路径、用户留存、获客质量、用户画像等多维度分析，构建完整的市场获客数据分析模型 
2. 与当地市场负责人协作，负责市场获客指标体系的梳理、定义与落地，并通过指标体系和数据分析定位业务问题、驱动业务增长 
3. 负责市场获客数据的日常监控，跟踪并定位获客数据异动的关键原因，输出风险应对策略并协同市场负责人推动策略的执行落地 
4. 深入分析获客转化漏斗与获客质量，通过内部数据分析与友商及外部行业标杆的对比，挖掘现有获客策略优化空间、提出新的获客增长策略。 
5. 通过对内部海量数据的挖掘与分析，辅助管理层的快速决策 
 
 
 
岗位要求： 
1. 4年以上工作经验，有针对市场获客、漏斗转化、用户画像等项目的工作经历； 
2. 对数据敏感，具备严谨逻辑推理及分析能力； 
3. 了解数据底层结构、数据埋点以及数据上报方式。有针对客户端埋点上报、后台日志上报的实际数据分析经历 
4. 熟练运营SQL，并且能使用Python或R进行数据分析； 
5. 有使用Tableau、PowerBI、Looker等数据可视化与看板开发的工作经历； 
6. 本科及以上学历，专业为统计学、数学、计算机科学或其他工程类学科 
 
 
 
加分项目： 
1. 熟悉美国、香港、东南亚股票市场，有证券及衍生品交易经验的优先考虑； 
2. 有电商、券商行业的数据分析工作经验； 
3. 英语6级以上或有海外学习、工作经历；",腾讯系公司、核心业务
数据分析师,南山区,一面数据,6k-12k,深圳 / 经验不限 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
1. 负责对接用户需求，进行数据探索和挖掘； 
2. 根据用户需求交付报告、Dashboard 等多种形式的数据洞察； 
3. 统筹资源，为达成项目交付负责； 
4. 持续维护项目日常交付和运营； 
5. 协助处理客户反馈问题，维护客户关系； 
6. 定期收集并整理用户反馈，并协调内部资源响应客户需求。 
 
任职要求： 
1. 本科及以上学历； 
2. 有互联网、数据分析、网站开发、爬虫等相关领域项目经验者优先； 
3. 有一定的技术背景，熟练使用 Excel、SQL，对数据库具有一定的理解，对Tableau有所接触； 
4. 沟通能力强：能够高效理解用户的需求， 能够与内部工程师进行有效沟通，具有推进项目的能力； 
5. 自我驱动力强，对反常识的数据具有好奇心和探索欲，适应和学习能力强，乐于接受新鲜事物； 
6. 责任心强，保质保量完成负责项目。",名校系大牛，大数据人工智能，扁平化管理
高级数据分析师/专家(J11635),南山区,AKULAKU,30k-55k,深圳 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"工作职责: 
1、负责数字银行业务和经营分析工作和规划，构建指标体系并应用于业务问题定位 
2、深入了解公司业务类型及业务痛点，为各业务方向建立数据模型 
3、参与各业务方向的制定与讨论，与各业务团队高效配合，通过数据分析为业务提供效果评估、优化建议及决策支持 
4、负责梳理业务增长及数据变化趋势，深度分析挖掘数据价值，定期输出分析结论，通过数据分析驱动业务迭代优化，提升业务效率 
任职资格: 
1、本科及以上学历，7年以上数据分析和业务经营分析经验 
2、精通excel, SQL, Python等，具备神策，tableau使用经验 
3、数据敏感度高，能从海量数据提炼核心结果，有数据分析，挖掘，清洗和建模经验 
4、业务理解力强，具备增长和经济模型构建能力，熟悉数字金融业务优先， 
5、细心沉稳，对数据和工作严谨度要求高，沟通能力、协调推动能力强",双休
高级数据分析师（数据产品经理方向）(JUYUP),南山区,一面数据,16k-25k,深圳 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位描述： 
负责电商/社交平台等某一类业务方向的数据规划设计，能从商业模式、行业趋势和平台规则等角度推进数据资产建设落地； 
 观察、调研并分析公司数据需求，与研发和业务协作推进数据解决方案落地； 
 负责所在方向全数据生命周期的数据分析与管理。能够推动底层数据治理，结合业务方向全面分析各项影响数据使用体验的因素，给出数据优化方案并推进落地。 
 
职位要求： 
 工作年限：2~4年数据相关经历。具备电商/社交/另类数据分析经验优先； 
 熟练掌握数据分析方法，熟练使用 SQL/Python，熟悉数据库和可视化工具； 
 数据敏感度高、擅于从数据中发现规律，具备严谨缜密的逻辑思维； 
 目标导向，具备良好团队协作能力，有项目管理经验； 
 良好的英文沟通能力。",名校系大牛，技术氛围浓，扁平化管理
风控数据分析师,科技园,AKULAKU,15k-30k,深圳 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职责： 
1. 负责日常业务监控体系，包括业务全流程/风控策略/贷后表现数据指标监控， 定期以报告形式对业务&风控情况作出输出汇报； 
 2. 维护&优化业务中采集各类型特征：包括数据采集，加工逻辑， 使用场景等；制定日常特征监控报告，并定期根据数据表现给出策略/模型一定数据应用建议； 
 3. 协助搭建数据集市，构建数据宽表，不断挖掘用户画像等各维度特征共各业务方使用； 
 4. 定期对风险策略/模型效果/产品盈利性 进行数据分析复盘，并根据分析结果，指出潜在问题&风险，并提出解决方案. 
 
任职资格： 
 1. 一类本科及以上学历，数理统计等相关专业背景优先； 
 2. 1-3年互联网企业数据分析经验，有互联网信贷方面分析经验优先； 
 3. 精通 hive sql, 熟练使用python SAS R spark 等一种语言进行数据分析处理； 
 4. 掌握统计学方法与工具，熟悉模型的统计检验相关方法； 
 5. 逻辑清晰，主动进取，较强的沟通能力，善于团队合作。",发展前景好 七险一金 扁平化管理
数据建模分析师,南山区,中海科技,20k-30k,深圳 / 经验5-10年 / 本科及以上 /岗位所属职位类型大数据开发工程师 / 全职,"岗位职责：
1、参与实施数据中台项目，基于需求对数据进行端到端的流程处理、规划和设计，并制定相应的规范等；
2、负责基于业务需求，进行业务数据分析建模、数据闭环迭代算法；
3、负责业务数据的标签体系、用户画像分析及策略推荐，承担核心模块建设，实现对外输出。

任职要求：
1、熟悉营销客服等业务，具备企业财务或ERP项目实施经验；有房地产行业经验的优先；
2、精通主流数据算法及模型，能根据业务场景，建立挖掘模型，选择最合适和高效的算法并实现；
3、具有出色的逻辑分析能力和对数据的敏感度，善于发现问题并有独立解决问题的能力
4、具有大数据建模分析经验，参加过完整的数据建模、分析、挖掘项目；
5、熟悉hadoop，HDFS、Hive、Sqoop大数据平台经验者优先。",世界500强、地产科技、健全的薪酬福利体系
数据分析师,福田区,深圳水务科技（开天源）,10k-20k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位要求： 
 
1、负责业务数据分析，应用数据分析方法输出分析结果和策略方案，并开发分析程序。 
 
2、基于业务问题，帮助解决业务困惑，跟进业务专项命题，通过数据手段，为业务提供决策和建议，并推动落地； 
 
3. 负责相关算法的预研、算法设计、编码和实现，以及文档的书写等整套流程。 
 
任职要求： 
 
1、本科以上学历；计算机、数学、统计等相关专业优先；2年及以上数据分析及数据挖掘相关经验优先。 
 
2、熟悉各类数据库，精通数据挖掘理论，熟悉决策树、逻辑回归、关联推荐、协同过滤等常用算法；熟练使用SQL，Python等工具，有数据挖掘项目实践经验优先； 
 
3、具备严谨的逻辑思维能力，对数据敏感，能通过数据发现问题并解决问题。 
 
4、熟悉常见数据分析理论及数据方法，能够通过专业分析技能识别业务价值，并落地实施； 
 
5、较强的独立工作能力和协调能力，较强的逻辑性和分析能力，具有敬业精神和团队精神，擅于沟通，有良好的人际关系，很强的好奇心和钻研精神。",五险一金 年终奖 节日福利 定期体检
