post_name,address,company,pay,basic_request,JD,label
数据分析师,深圳·南山区,路通网络,15k-25k,深圳 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"【工作内容】 
1、将策划的数值预期转化为可执行的数值公式和表格模型； 
2、设计游戏系统数值框架以及数值操作流程； 
3、游戏中各系统实现的数值支持； 
4、游戏中经济系统的数值设计和平衡； 
5、进行游戏运营期的数据分析，数据挖掘，改善用户体验和付费情况。 
 
【任职要求】 
1、本科及以上学历，重本优先；数学、统计学、信息计算科学等相关专业背景，一年及以上网络游戏数值策划经验。 
2、热衷游戏制作，有良好的团队协作能力、沟通能力，学习能力强，思维活跃、逻辑清晰；至少主导参与过一款以上成功上线的游戏产品的数值策划，熟悉游戏研发流程。 
3、对游戏平衡性及数值方面有较为深入的研究，熟悉玩家心理；有能力主导完成游戏系统、数值、关卡的设计。 
4、熟练掌握mysql，熟悉R、SPSS或者SAS等数据分析工具之一。 
5、熟练使用Office办公软件，精通Excel数值建模与运算，可熟练使用VBA者优先。",成熟企业 制度规范完善 五险双休
数据分析师,广州·天河区,卓动信息科技,8k-13k,广州 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"工作内容： 
1.根据业务流程，梳理常规数据报表，完善日常数据监控； 
2.根据业务中的关键流程或节点进行数据分析，排查问题； 
3.协助内部数据平台的搭建、落地及迭代。 
岗位要求： 
1.本科以上学历，数学及统计等相关专业，2年以上互联网相关行业的数据分析工作经验; 
2.有较强的数据处理能力，熟练使用SQL、Python等至少一种分析工具； 
3.逻辑思路清晰，具备较强的沟通理解能力； 
4.工作主动性高，责任感强，对结果负责，具备较强的抗压能力。",团队实力
数据分析师,北京·知春路,天眼查,20k-40k,北京 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责 
 
建立及持续维护数据规范，设计、沟通、验收埋点，产出规范的埋点和说明文档。 
参与数据体系建设，业务数据指标搭建，协助数仓平台建设，建立业务指标数仓的规范和应用管理。 
监控日常运营数据和全生命周期模型管理，发现问题分析原因，并给出有效的业务或产品改进和优化建议，并推动优化落地实现。 
深入理解业务，通过数据表象分析业务现状和问题，针对问题进行深入的指标拆解，对结果有效提炼，形成有价值的分析。 
 
岗位要求 
 
良好逻辑思维能力和数据敏感度，掌握数据分析方法，能从海量数据提炼核心结果； 
熟悉运用SQL、EXCEL、TABLEAU等工具进行数据处理和分析； 
至少5年及以上互联网行业数据分析经验； 
统计学、数学、计算机等相关专业优先。",行业独角兽
数据分析师,成都·武侯区,今日水印相机,12k-20k,成都 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
1. 支持团队内部的数据需求，数据分析需求； 
2. 维护埋点体系，为埋点体系的准确性负责； 
3. 对“今日水印相机”产品和用户开展数据分析，提供准确的数据分析报告。 
岗位要求 
1． 本科及以上，数学、统计学、计算机等相关专业优先，具备1年数据分析工作经验或数据分析相关项目经验 
2． 熟练使用数据分析工具，如EXCEL、SQL、SPSS等，掌握python，R的优先； 
3． 对互联网数据分析有浓厚的兴趣，有志于在互联网数据分析行业发展； 
4． 有良好的沟通协作能力及有良好的数据感知能力，认真负责，细心，学习能力强。",行业独角兽
数据分析师,上海·静安区,数鸣人工智能,12k-18k,上海 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"1. 为产品运营团队提供数据分析和用户与产品的推荐数据支持； 
2. 负责整理各业务数据，对多种数据源的进行深度诊断性组合分析、挖掘深度分析和建模，对相关数据进行深度挖掘分析； 
3. 参与实际的推荐营销业务，通过分析、建模用户的各项特征数据，构建规则、模型来挖掘营销产品最相关的用户群； 
4. 深入理解业务，发现业务特征潜在机会，并给出有效的行动建议； 
5. 对公司业务的运营进行评估和建议，从数据的角度推动公司运营决策、产品方向和运营。 
任职资格： 
1. ***本科、计算机、统计和数学等相关专业；985/211优先； 
2. 有数据分析工作经验3年以上，熟练使用SQL语言进行数据分析工作； 
3. 除Excel外，精通一门数据分析工具，熟悉hive数据库结构，python者优先； 
4. 具备良好的沟通能力和表达能力，有独立开展业务调研、数据分析、报告编写的经验，对解决具有挑战性问题充满激情。",绩效导向
数据分析师,上海·外滩,众安保险,18k-30k,上海 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
 
1、负责部门经营监控指标库的建立和维护，监控组织绩效指标，以及其他经营类基础性指标的达成情况，并提出关注/建议事项； 
 
2、重大项目的执行落地，以及公司专项工作进展情况追踪，发现日常经营中存在的问题，开展专项分析与评估 
 
3、参与完善部门经营分析体系、组织经营分析会议，指导各业务部门及各中心做好经营分析工作，收集经营指标数据，统筹编写经营分析报告； 
 
 
 
职位要求： 
 
1、对数据分析维度非常敏感，可以提供有价值的数据分析建议； 
 
2、具有5年以上I经营分析或管理咨询工作经验，有咨询公司系统方向经验较佳； 
 
3、对数据敏感，擅长数据分析，能擅写运营分析报告，有IT项目实施经验优先； 
 
4、有前瞻性和洞察力，思维清晰、缜密，计划性强，具备较强的分析研究能力和组织协调能力；； 
 
5、良好的商业嗅觉、逻辑分析能力和和沟通能力有丰富的数据分析、挖掘和建模的经验； 
 
6、有三年或以上数据分析工作经验，有互联网、金融、保险业务分析经验优先；",发展快 机会多 团队年轻
数据分析师,北京·立水桥,Flash express,15k-30k,北京 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责 
1、通过对数据的敏锐洞察以及定性和定量分析，迅速定位内部问题或发现机会； 
2、负责日常数据分析及监控，针对异常情况协调资源进行跟踪和深入分析； 
3、能根据实际业务完成较深入的专项数据分析，并形成数据分析报告； 
4、负责数据分析体系建设和完善，挖掘流量、产品、策略方面的商业变现机会， 
驱动商业化业务发展。 
职位要求： 
1. 本科及以上学历，数学/统计学/经济学/计算机等相关专业优先； 
2. 精通SQL，熟悉python、R、SAS等数据分析工具者优先； 
3、良好的沟通能力、团队合作精神、工作规划能力和主动意识； 
4、良好的逻辑思维能力、业务解读能力和快速学习能力，能够独立领导完整的数据分析项目； 
5、对数字比较敏感，热爱数据分析工作。",高成长
数据分析师,重庆·大竹林,重庆道微投资,6k-10k,重庆 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"（一）工作内容： 
1、对金融市场进行数据统计、分析、维护，挖掘规律； 
2、根据已有数据，发现决策中的问题和隐含的风险； 
3、协助基金经理调研，分析，设计，优化量化交易策略。 
 
（二）职位要求： 
1、重本以上学历，数学、计算机、软件工程、自动化、电子信息、金融工程等理工科相关专业优先，成绩优异，喜欢研究复杂数学； 
2、踏实，有责任心，有强烈的自我驱动力和较好的学习态度，愿意在金融数据分析领域追求长期事业发展； 
3、有较强的执行能力，高质量地完成领导安排的任务； 
4、对财务、交易、期货、股票、外汇等金融基础知识有了解的优先（非必要条件）； 
5、英语四级及以上，至少熟练掌握1种编程语言，有较强的逻辑思维能力。 
 
 来我们这里工作，你能得到什么？ 
（一）接触和见识到国内少有的优秀的高性能的交易平台，了解投资管理公司的运作； 
（二）一个让你不断提升能力、不断进步的平台； 
（三）与一流投资专家和技术大牛一起工作的机会； 
（四）专人带领，学习成长快人一步； 
（五）舒适的办公环境，免费零食饮料提供； 
（六）三年后综合年薪20-30w。 
 
 
快加入我们吧！让您感受到量化投资的魅力！",双休 五险一金 产品分红
数据分析师,广州·珠江新…,广发银行信用卡中心,15k-30k,广州 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,职责描述：1.建设基于电销场景的业务全链路实时监控看板、可视化数据驾驶舱以及自动预警机制（1）BI数据信息清洗，及时准确提供各类销售报表，并对于输出信息不断优化（2）管理基础信息及共享平台的日常运维，发现异常及时反馈并沟通解决；进行月、季、年的分析总结，并反馈给内部各协助部门（3）跟进业务现状定期制定相应应对计划（4）销售大数据分析，从数据背后发掘业务待优化和提升点2、数据运维监控（1）根据具体业务需要，针对业务运营数据进行分析和深度挖掘，提供有价值的专项分析报告（2）针对业务的属性和模式，有效监控关键指标，及时发现数据问题3、数据运维优化，对店铺运营提出创新的分析观点（1）根据业务部门数据分析、统计工作，搭建电商数据分析指标体系及报表体系，及时优化（2）理解业务方向和战略，建立分析模型，为业务运营提供决策支持4、完成上级安排的需求工作任职要求：1. *****本科及以上学历，数学、统计、计算机、金融等相关专业；211或985优先2. 有2年以上数据分析或BI工作经验，信用卡行业经验优先；3. 至少精通SQL/power bi/Python/SAS其中之一，并能运用上述工具独立完成数据分析工作；4. 精通常用的数据分析方法，能快速的构建问题框架和分析框架；5. 良好的沟通能力和团队协助能力；,大平台、大团队
数据分析师,北京·西二旗,百度,25k-50k,北京 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"工作职责：1、负责百度电商业务整体数据体系搭建，完善数据监控体系，基于监控业务核心数据指标，挖掘业务隐藏问题点，并提出针对性的改善策略建议，指导业务良性发展。2、支撑内容带货和直播的策略输出，监控业务目标达成情况，通过搭建业务模型、策略制定、分析建议、数据反馈等方式，联动产品、运营不断提升业务效率；3、 负责对数据进行处理、分析、建模和预测，对相关数据进行深度挖掘分析，产生有价值的商业洞察，并转换为可执行的业务行为。 
 
任职资格：1、数学、统计学、经济学、计算机等专业者优先，本科及以上学历，2年以上相关工作经验； 2、具备数据敏感性和探知欲、分析、解决问题的能力，逻辑清晰，沟通表达和协调能力强； 3、能够承受工作中的压力，有较好的抗压性；4、踏实勤奋，有较强的工作投入度和自我驱动力，富有团队合作精神；精通办公软件，熟练运用SQL；5、有电商行业直播和内容带货从业经验者优先考虑。",百度未来三年的一个战略重点业务
数据分析师,上海·漕宝路,小象优品,20k-40k,上海 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"工作职责: 
1、对于消费金融及现金贷相关的贷前贷中贷后数据进行分析、归纳; 
2、能够结合风控规则、风控策略及风控场景,进行关联分析; 
3、开发和完善消费分期及现金分期风险指标维度,形成可视化监控和预警,并定期汇总和反馈调整措施、建议; 
4、根据业务部门需求,开发和优化报表系统、提供数据分析支持,发现业务痛点、提供优化建议; 
5.必备消费金额相关概念理解和代码实现能力,如在贷余额、迁徙、Vintage、首逾等。 
任职资格: 
1、**本科及以上学历,统计学、数学、经济学、计算机相关专业; 
2、3年以上相关工作经验；精通Tableau、quick BI 等可视化报表开发工具,精通使用Mysql、Sql Server、Hive、TIDB等数据库; 
3、至少熟悉SPSS、R、Python等数据分析挖掘工具中的一种,能够熟练使用Kettle、Datastage、Informatica等ETL工具,进行数据清洗、转换、集成、抽取等ETL处理; 
4、熟悉SPSS、R、Python等数据分析挖掘工具中的一种; 
5、具备很强的数据分析能力,熟悉消费金融及现金贷业务流程; 
6、有金融行业数据分析相关工作经验,有大型消费金融,现金贷,小贷公司或银行数据分析工作经验; 
7、服务团队的战略落地,保证工期和质量,有吃苦耐劳的精神。",机会多，氛围好
数据分析师,上海·漕河泾,上海唯都,13k-17k,上海 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"（零售行业优先） 
工作职责： 
1、指导和培养新人,带领团队提升拓展技术能力，提升业务水平 
2、负责项目的数据分析、商业分析和数据挖掘模型等，通过对用户的行为进行分析了解用户的需求； 
3、参与业务部门临时数据分析需求的调研、分析及实现； 
4、整理编写商业数据分析报告，及时发现和分析其中隐含的变化和问题，为业务发展提供决策支持； 
5、对口支持业务部门提供数据分析服务，与业务部门合作开展业务专题分析； 
 
任职要求： 
1、熟练运用Excel,PPT进行数据处理，编写数据分析报告 
2、熟练使用SQL(SQL Server、MySQL）进行业务数据处理 
3、熟悉运用一种或几种BI工具（如PowerBI、Tableau）开发可视化看板 
4、熟练使用一种或几种分析统计及数据挖掘工具，如：python、R等。对用户需求进行采集并实行相应的调研及分析 
6、具有数据挖掘模型及机器学习算法经验的优先 
5、统计学、计算机等相关专业本科及以上学历；",项目前景好
数据分析师,北京·朝外,大童保险服务,15k-25k,北京 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
1. 负责保险方向数据产品（模型类）的研发、管理和执行跟踪优化工作；应用于保险领域营销、运营、服务或风控场景，目标是通过数据建模应用，实现保费增收、成本控制或降低、风险控制，支持业务、渠道的发展或转型； 
2. 负责保险方向深度分析类需求的研发、管理维护工作；深入理解业务，挖掘业务痛点，在数据中发掘原因、发现解决点，为业务提供合理的应用策略建议； 
3. 负责数据从源数据到大数据平台的整合重构实现工作；搭建以挖掘分析为目的的主题数据层次； 
4. 在领导指示下，负责数据产品发展方向的其它工作。 
 
任职要求: 
1. 本科或以上学历，统计、数学、金融、计算机相关专业，硕士优先； 
2. 1年以上数据挖掘分析建模经验，有在营销、运营、服务或风控领域的相关应用工作经验，或有保险、金融或互联网行业背景更佳； 
3. 精通统计学基础及应用、精通 SQL和Python；精通传统经典机器学习模型，能独立完成清洗样本，特征工程及建模；熟悉深度学习模型；有 NLP 应用经验优先，了解或应用过 BERT 类、Transformer类等经典型的优先考虑；熟悉 Test&Learn 方法论；对市场主流的分布式大数据平台或体系有基本的了解； 
4. 有很强的主观能动性和学习能力，愿意不断地学习新的知识和尝试新的方法，遇到问题能积极主动探索解决方法并敢于提出自己的意见和见解；逻辑思维清晰，具有良好的数据敏感度、分析和判断的能力； 
5. 有较好的交流沟通能力和很强的团队协作精神，有较好的文档能力，能适应有压力的工作环境。",行业头部平台 发展空间大
数据分析师,深圳·南山区,前海一方,18k-35k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
1、构建全面的、准确的，能够反映业务特征的整体指标体系，并基于业务指标体系，及时发现和定位业务问题； 
2、负责公司经营管理全流程进行数据分析和挖掘； 
3、配合数据产品经理进行数据产品落地； 
 
岗位要求： 
1、统计、计算机、财务、数学相关专业本科及以上学历； 
2、熟练各类统计方法和数据分析方法；熟练掌握ETL、SQL及常见分析工作，如Excel.Python，Tableau等，3-5年数据分析工作经验； 
3、良好的逻辑分析能力和数据敏感度，可以从海量、无规律的数据中找到业务规则，提取核心业务结果，及时发现和分析业务背后隐含的问题； 
4、沟通协调能力突出，有一定的跨团队，跨部门协同经验，能够推动业务等相关部门配合项目落地； 
5、对商业模式有较为深刻的理解，能够站在业务发展角度思考商业机会，通过数据寻找业务增长点；",发展前景
数据分析师,上海·闵行区,字节跳动,20k-40k,上海 / 经验不限 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位职责：
1、负责音视频相关各项数据分析工作，构建音视频架构指标体系，帮助构建音视频数据门户；
2、根据不同业务场景，设计专项业务指标，建立和完善日常业务报告体系，能够及时、准确、完整的披露项目的运作情况，并推动落地，解决业务问题；
3、结合整体业务分析和各个专项分析，编写视频架构数据月报，为业务决策和改进方向提供数据支持。
职位要求：
1、两年以上互联网行业大规模数据分析、成本质量改进迭代相关工作经验；
2、熟练掌握常用的数据分析、指标拆解方法论，精通sql语言，能独立完成相关的数据分析工作；
3、逻辑清晰，沟通能力强，业务理解能力强，具备良好的文字、PPT表达能力；
4、有跨团队（研发、产品）推动业务改进经验者优先。","下午茶,健身瑜伽,六险一金,五险一金"
数据分析师,成都·武侯区,字节跳动,15k-30k,成都 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位职责： 
通过数据与模型，深度参与字节跳动集团采购的经营管理以及相应产品的迭代优化工作。包括数仓及报表设计、采购风险建模及监测、产品迭代支持等。具体包括： 
1、从宏观视角构建集团采购的指标及报表体系。提供采购内、外部的数据测算支持，做好采购各环节的数据监测及预警； 
2、通过专项与建模分析，针对流程薄弱环节、执行高风险环节、成本优化潜力环节等，给出有价值的判断和建议，并推进落地； 
3、与产研团队配合，优化采购管理系统、采购商城及差旅等用户产品，提升流程效率和产品体验。 
此职位开放工作地点可选：北京、上海、成都、深圳 
职位要求： 
1、本科及以上学历，1年及以上战略、数据分析相关工作经验，有互联网公司数据分析、产品经理等方面经验者优先； 
2、熟练掌握SQL，会使用R/python/sas等常用分析工具进行数据模型开发；统计学基础知识熟练，有良好的统计量化能力；对于数据采集、数仓建设、BI构建、数据治理知识有基本了解； 
3、对数据分析有强烈兴趣，有用客观数据分析判断的量化思维和逻辑思维；有良好的产品感，商业嗅觉灵敏，善于发掘业务问题和痛点； 
4、好奇心强，求知欲强，有钻研探索精神；喜欢挑战，有较高的自我期望和成长诉求； 
5、有国际化视野、英语可以作为工作语言者优先。","六险一金,团队氛围好,晋升空间大"
数据分析师,上海·张江,51JOB,15k-30k,上海 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责 
1、深入理解公司产品和业务，根据业务的需要对数据进行多维度的分析、汇总、诊断，支撑产品升级迭代； 
2、以数据驱动业务，分析洞察影响产品发展的问题，提出有价值的业务机会，辅助决策； 
3、独立承担复杂分析任务，擅于运用各类数据分析技术，实施深度数据专题和诊断分析，并能沉淀关键分析思路，推动产品化进程； 
 
职位要求 
1、本科及以上学历，三年以上数据分析工作经验； 
2、具备构建数据指标体系知识框架，曾有过构建指标体系经验；掌握基本数据分析方法，对数据落地到业务有一定经验，有专业的分析报告撰写能力； 
3、能独立开展分析项目经验，对数据敏感，热衷从数据中发现规律，能从海量数据提炼核心结果；有丰富的数据分析和建模的经验； 
4、熟练使用Excel、精通SQL、hive，至少可以熟练使用一种数据可视化分析工具，擅长R和Python者优先； 
5、沟通表达能力优、抗压能力强、协调推动能力强。",五险一金，技术大牛，团队氛围超级棒
数据分析师,上海·五角场,爱回收,20k-30k,上海 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责 
1、从数据维度客观分析业务变化（包含但不限于平台运营、用户运营、标准优化、业务成本等方面），产出经营分析报告并提供客观策略建议； 
2、监控业务指标运行情况，定期提供运营分析数据，提供预测预警和针对性建议； 
3、配合业务线实现数据需求，包含日常运营数据及项目类临时数据支持； 
4、沉淀经营分析方法论，不断深入挖掘业务数据，探索业务线增长空间及优化方向； 
 
任职要求 
1、本科及以上学历，统计、应用数学类专业者优先； 
2、3年以上经营分析或平台运营业务分析经验，互联网、供应链行业者优先； 
3、具备经营分析逻辑思维，拥有完整业务分析报告产出经验者优先考虑； 
4、良好的商业分析报告写作功底（利用ppt或Power BI）、熟练掌握数据分析工具（SQL）或统计学软件； 
5、结构化逻辑思维能力，缜密的分析总结能力",晋升制度完善 周末双休 夏日冷饮
数据分析师,上海·徐汇区,磐农农服,15k-25k,上海 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"工作内容： 
1. 对接公司业务部门，整理数据需求，建立量化指标与业务模型。 
2. 负责公司数据分析工作，通过对数据的收集、统计分析与运用，编制分析报告，提出业务管理改进建议。 
3. 根据业务需求建立数据模型。 
 
任职要求： 
1. 至少3年以上数据分析相关经验。 
2. 熟练掌握SQL开发，熟悉Mysql、Mongodb等关系型/非关系型数据库。 
3. 熟悉 Python编程语言，具备一定的数据结构和算法功底，能独立完成数据需求的开发。 
4. 有数据统计基础，擅长数据分析和数据展示。 
5. 熟悉ETL开发、对数据仓库模型建设有一定了解者优先。 
6. 熟悉PowerBI，Tableau，Metabase等BI工具者优先。 
7. 有金融行业经验。",行业前景好
数据分析师,上海·天山路,拼多多,20k-40k,上海 / 经验1-3年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责 
1.搭建各增长渠道的用户增长模型，通过数据积累及分析优化各渠道增长漏斗； 
2.独立承担数据运营分析工作，为业务和产品提供数据决策和策略支持，分析方向包括但不限于增长转化、渠道运营、用户行为、活动效果等相关分析； 
3.配合渠道做A/B test增长策略，总结分析，迭代优化，确保给业务增长带来实际价值； 
4.根据业务发展情况，搭建出能够准确反映业务运作健康状况的数据指标体系，围绕业务构建多维度数据模型，监控各业务线日常增长指标及进展； 
 
任职要求 
1.一年以上相关工作经验（数据分析、推荐策略、数据驱动增长）； 
2.计算机、数学、统计等相关专业本科及以上学历，深刻理解并熟练掌握互联网业务的数据/业务分析方法； 
3.精通数据库知识和常用算法，能熟练运用相关编程语言来获取及分析所需数据； 
4.对数据有足够的敏感性，有较强的结构化思维和逻辑分析能力； 
5.良好的沟通能力、表达能力、时间管理能力； 
6.具有快速的业务理解及学习能力，逻辑思维、自我驱动、抗压能力强； 
7.有Growth相关经验者优先；",上市公司
数据分析师,成都·高新区,优学派智慧教育,12k-22k,成都 / 经验5-10年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职责描述： 
1、搭建业务数据指标体系，包括指标体系的梳理与设计、数仓开发建模、埋点方案等，以及数据日常运营优化； 
2、分析产品与运营数据，基于统计与机器学习方法，识别产品运营问题，挖掘业务增长与改进点，主导专项分析，使用数据驱动业务增长与用户体验提升； 
3、构建用户画像体系，挖掘用户标签，支撑数据平台建设；参与产品策划与运营策略，进行ABTest验证； 
4、理解行业方向与业务战略，收集与分析行业数据，输出解读报告。 
 
任职要求： 
1、本科，3年及以上工作经验；统计、信息技术、数学、计算机等相关专业； 
2、熟练撰写数据分析报告，用数据分析支持过公司重要决策，参与公司重要领域的用户增长，汇报对业务有指导意义的变化和问题； 
3、有完整的产品数据指标体系、报表体系建设经验，有数据分析与挖掘、ABTest经验，熟悉常用数据分析模型； 
4、熟练使用SQL、Excel、Python、R中的至少两种，了解Hadoop大数据技术框架，熟练使用SQL进行数据分析，熟练使用机器学习算法优先；熟悉数据可视化工具，完成数据的可视化呈现； 
5、有良好的逻辑分析能力，良好的团队沟通与合作精神，追根究底、认真负责的态度，快速学习能力； 
6、对产品和行业有强烈的好奇心，乐于深入了解产品，能将分析建议转化为业务决策和结果；有零售行业或教育行业的数据分析经验优先。 
 
福利待遇： 
朝九晚六，五险一金、周末双休、国家法定假日、带薪年假、旅游基金、节日礼品或慰问金、生日礼品、午餐补贴等。",总部平台 周末双休 五险一金
数据分析师,深圳·南山区,skyroam,15k-25k,深圳 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位描述 
1、数据支撑：支持部门数据分析需求，包括且不局限于QOE分析，QOS分析、卡资源调度分析等； 
2、辅助决策：通过数据发现设备故障以及卡资源分布不合理原因，并产出有价值的方案或建议，并持续迭代优化，保证用户服务质量的稳定； 
3、体系搭建：结合QOE目标，搭建完整的用户服务质量评估体系，监控核心指标异常，快速跟进与分析异常原因，并及时推动研发以及运营部门，优化现有方案。 
4、数据可视化：通过数据处理工具与BI平台建立用户服务质量数据可视化看板，实现系统设计、搭建和应用。 
5、数据建模：与部门成员合作，利用数据分析方法与数据模型能力（设备故障分析、卡资源库存分析，调度系统等），结合业务场景持续优化服务质量，提升卡资源利用率。 
 
职位要求 
1、本科以上学历，数学、统计学、计算机相关专业优先，3年及以上数据分析工作经验； 
2、具有较强的数据挖掘、数据分析、数据建模能力，对数据敏感，对数据信息有较强的整合与分析能力，懂得正则表达式、具备文本处理能力者优先； 
3、精通 SQL，熟练使用 R/Python/Java/Golang 进行数据清洗、分析； 
4、有较强的数据处理以及数据产品设计能力，有数据可视化经验，熟悉常见的数据统计和分析方法; 
5、能快速理解业务，发掘业务细节和数据之间的联系，对业务指标进行监控，及时发现波动并跟踪定位",发展前景
数据分析师,成都·高新区,闲钻科技,7k-14k,成都 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职位职责： 
1、收集业务需求，设计数据收集方案； 
2、负责公司业务数据统计分析，提出业务优化及管理改进建议，为公司业务决策和管理提供数据支持； 
3、根据用户行为数据进行业务分析，帮助业务快速提升； 
4、建设业务分析模型，不断评估和优化业务分析模型; 
 
职位要求： 
1、本科及以上学历，数学、统计学、计算机相关专业优先，3-5年数据分析从业经验； 
2、精通 SQL，熟练使用 R/Python 进行数据清洗、分析； 
3、能快速理解业务，发掘业务细节和数据之间的联系； 
4、抗压力强，责任心强，主动思考，具备沟通协调、闭环管理和推进能力。 
 
成都闲钻信息科技有限公司（以下简称闲钻），是国内专业的钻石制品回收及鉴定服务平台，也是**“互联网”类型集钻石回收、钻石价值评估于一体的综合性企业，闲钻总部设立于成都，另设有成都、深圳在内的珠宝钻石鉴定中心。闲钻只做钻戒、钻石回收，自有回收渠道，多种回收方式及付款方式，平均高出同行47%的回收价，为全国各地用户提供优质便捷的线上、线下钻石/钻戒回收服务。 
 
【加入我们，你将获得】 
 
1、朝九晚六、双休不是梦，弹性工作享自由；工作时时有惊喜，节日生日礼不停； 
 
2、带薪年假，假期多多，幸福到腿软； 
 
3、不定期下午茶，美食与蛮腰可兼得； 
 
4、萌新培训，一路相伴成大佬；扁平化管理，在轻松的氛围里与项目组成员解决问题、追逐梦想，实现个人增值； 
 
5、超年轻的活力战队，开放的工作氛围，快速晋升通道； 
 
6、其他福利：五险（入职购买）、不定期团建活动、餐补等； 
 
 
公司地址：成都高新区中航城市广场 
 
公司网址：www.zuan88.com",【周末双休】【入职社保】【氛围轻松】【发展广阔】
数据分析师,北京·海淀区,度小满,15k-30k,北京 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"岗位要求 
 
自主分析业务现状，清晰简洁地呈现数据分析报告，为业务决策提供数据支持 
基于业务逻辑，建立业务数据模型、搭建并完善业务运营指标体系 
负责日常数据监控、转化追踪、分析及异常问题处理，通过数据分析制定优化策略、制定精细化运营策略，对转化指标负责 
以数据驱动内部，利用数据分析推动业务决策，挖掘用户痛点，提炼用户特征，能够精准把握用户心理和行为判断 
 
 
任职资格： 
 
*****本科学历，应用数学、统计学、经济学等相关专业优先，对数据敏感，兼具优秀的抽象思维及商业化思维。 
3年以上金融行业业务运营/用户经营/数据分析工作经验 
具备较强的学习能力、好奇心、责任心、自驱力。逻辑思维能力出色，思路严谨缜密，业务敏感度强，善于透过数据发现业务本质 
具备较强的执行能力和抗压能力 
逻辑清晰，有架构性思考的能力，能抓住重点",待遇好
数据分析师,上海·黄浦区,众安保险,15k-25k,上海 / 经验3-5年 / 本科及以上 /岗位所属职位类型数据分析师 / 全职,"职责描述： 
1.针对公司各业务部门的发展目标进行拆解，通过分析数据辅助并支持业务优化 
2.协助数据产品经理进行数据服务的价值量化分析，配合数据产品经理优化数据服务 
3.深入了解保险行业，针对特定市场、特定专题搭建数据分析模型，制作专项分析报告，为公司决策提供支持 
4.针对业务部门的个性化需求开发数据分析的工具，提供有价值的优化建议 
5.BI可视化报表的设计、开发、运行、维护 
 
任职要求： 
1.4年以上数据分析经验，计算机、统计、数学相关专业本科以上学历 
2.精通SQL，可以熟练使用Python进行数据清洗、分析 
3.熟悉BI可视化工具，能够熟练使用Tableau或Power BI 
4.对数据敏感，有敏锐得洞察分析能力；具备较强的责任心和学习能力",发展前景大、团队简单、扁平化管理、简单快速
数据分析师,上海·徐泾,上海银科创展投资集团有限公司,13k-15k,上海 / 经验不限 / 硕士及以上 /岗位所属职位类型数据分析师 / 全职,"岗位职责： 
1. 深入理解业务流程与逻辑，明确需求和目标，为管理决策提供数据洞察； 
2.开展与业务需求相匹配的战略分析行研究，协助组织制定规划 ，分析和评估实施效果； 
3.协助开展相关专题研究，提供业务优化、创新与管理建议支持高层决策； 
4.了解、收集、处理包括销售、服务、产品、运营等在内的部门需求，在满足的基础之上提供优化改进方案 ； 
5. 与各部门密切沟通配合，推动计划执行方案落地； 
6.参与移动端数据产品优化，提供内容方向和产品结构优化案，完善效果评估体系 。 
 
岗位要求： 
1.本科或硕士学历 ，理工科专业背景优先； 
2.商业和务逻辑敏感，良好的分析系统性思维能力跨团队沟通； 
3.对数据敏感，能从大量中发现价值优秀的分析总结力和数据呈现能力，能独立思考和解决问题； 
4.熟练使用SQL、Excel，熟悉 Python或者Hive更佳。",数据分析 报告研究
